City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
72,Muros,ES,2022-07-02 22:40:52,42.7762,-9.0603,66.09,80,24,15.03
73,Niteroi,BR,2022-07-02 22:39:07,-22.8833,-43.1036,75.2,68,0,3.44
74,Hilo,US,2022-07-02 22:40:52,19.7297,-155.09,81.28,75,100,10.36
75,Coahuayana,MX,2022-07-02 22:40:53,18.7333,-103.6833,86.27,70,79,6.17
76,Nagapattinam,IN,2022-07-02 22:40:53,10.7667,79.8333,81.46,76,100,9.8
77,Valleyview,CA,2022-07-02 22:40:53,55.0667,-117.2859,60.84,59,47,2.3
78,Ananas,HT,2022-07-02 22:40:54,19.2466,-71.9557,78.84,69,97,11.12
79,Honningsvag,NO,2022-07-02 22:40:54,70.9821,25.9704,74.95,50,0,9.22
80,Podor,MR,2022-07-02 22:40:55,16.6527,-14.9587,91.35,43,0,2.3
81,Sitka,US,2022-07-02 22:40:55,57.0531,-135.33,62.49,72,75,9.22
82,Namatanai,PG,2022-07-02 22:40:55,-3.6667,152.4333,83.26,71,12,8.1
83,Ancud,CL,2022-07-02 22:39:48,-41.8697,-73.8203,42.22,74,62,11.16
84,Hermanus,ZA,2022-07-02 22:40:49,-34.4187,19.2345,57.79,73,4,16.35
85,Dikson,RU,2022-07-02 22:40:56,73.5069,80.5464,32.72,96,95,12.71
86,Caracuaro,MX,2022-07-02 22:40:56,19.0106,-101.1264,90.95,47,91,3.33
87,Luderitz,NA,2022-07-02 22:40:56,-26.6481,15.1594,58.01,81,0,6.22
88,Bengkulu,ID,2022-07-02 22:40:46,-3.8004,102.2655,74.25,86,46,3.53
89,Busselton,AU,2022-07-02 22:40:47,-33.65,115.3333,48.04,76,0,7.49
90,Hermanus,ZA,2022-07-02 22:40:49,-34.4187,19.2345,57.79,73,4,16.35
91,Asau,RO,2022-07-02 22:40:44,46.4333,26.4,72.95,94,97,3.83
92,Yondo,CO,2022-07-02 22:40:57,7.0062,-73.9097,86.49,70,40,3.44
93,Nikolskoye,RU,2022-07-02 22:40:57,59.7035,30.7861,69.69,67,100,4.09
94,Sao Joao Da Barra,BR,2022-07-02 22:38:08,-21.6403,-41.0511,72.1,78,0,19.17
95,Xining,CN,2022-07-02 22:40:58,36.6167,101.7667,56.17,67,9,2.53
96,Albany,US,2022-07-02 22:36:31,42.6001,-73.9662,79.88,62,55,9.55
97,Tamale,GH,2022-07-02 22:40:58,9.4008,-0.8393,72.57,92,83,5.17
98,Rikitea,PF,2022-07-02 22:40:37,-23.1203,-134.9692,73.45,76,6,20.4
99,Jamestown,US,2022-07-02 22:40:59,42.097,-79.2353,76.59,40,0,8.05
100,Chancay,PE,2022-07-02 22:40:59,-11.5714,-77.2672,61.3,84,30,5.48
101,Ouro Fino,BR,2022-07-02 22:40:59,-22.2831,-46.3692,60.08,69,0,5.06
102,Petukhovo,RU,2022-07-02 22:41:00,55.0692,67.9019,50.31,92,50,7.45
103,Ugoofaaru,MV,2022-07-02 22:41:00,5.6667,73.0,79.05,84,100,12.28
104,Bethel,US,2022-07-02 22:37:54,41.3712,-73.414,83.62,84,89,3.58
105,Bilibino,RU,2022-07-02 22:41:01,68.0546,166.4372,46.36,85,99,4.16
106,Dikson,RU,2022-07-02 22:40:56,73.5069,80.5464,32.72,96,95,12.71
107,Belmonte,BR,2022-07-02 22:41:01,-15.8631,-38.8828,73.08,82,23,10.67
108,Kashary,RU,2022-07-02 22:41:01,49.04,41.0056,58.59,76,4,12.39
109,Pevek,RU,2022-07-02 22:41:02,69.7008,170.3133,32.13,98,100,5.19
110,Winkler,CA,2022-07-02 22:37:16,49.1817,-97.941,73.4,43,15,3.44
111,Atuona,PF,2022-07-02 22:41:02,-9.8,-139.0333,77.32,80,3,14.12
112,Nikolayevsk-Na-Amure,RU,2022-07-02 22:41:03,53.1406,140.73,74.55,46,99,3.94
113,Rikitea,PF,2022-07-02 22:40:37,-23.1203,-134.9692,73.45,76,6,20.4
114,Castro,BR,2022-07-02 22:40:38,-24.7911,-50.0119,56.35,83,0,3.98
115,Le Port,RE,2022-07-02 22:41:04,-20.9373,55.2919,69.76,64,38,6.49
116,Saldanha,ZA,2022-07-02 22:41:04,-33.0117,17.9442,55.45,80,24,9.51
117,Hermanus,ZA,2022-07-02 22:40:49,-34.4187,19.2345,57.79,73,4,16.35
118,Lebu,CL,2022-07-02 22:41:04,-37.6167,-73.65,48.18,79,42,5.93
119,Hobart,AU,2022-07-02 22:36:13,-42.8794,147.3294,42.06,90,20,6.91
120,Hilo,US,2022-07-02 22:40:52,19.7297,-155.09,81.28,75,100,10.36
121,Codrington,AU,2022-07-02 22:41:05,-38.2667,141.9667,51.04,67,100,9.62
122,Lebu,CL,2022-07-02 22:41:04,-37.6167,-73.65,48.18,79,42,5.93
123,Rongcheng,CN,2022-07-02 22:41:05,30.634,117.8517,80.74,79,100,2.04
124,Fairbanks,US,2022-07-02 22:40:12,64.8378,-147.7164,78.76,56,75,4.61
125,Bafq,IR,2022-07-02 22:41:06,31.6128,55.4107,88.79,11,2,1.57
126,Mackay,AU,2022-07-02 22:40:49,-21.15,149.2,62.69,88,100,10.83
127,Port Lincoln,AU,2022-07-02 22:41:07,-34.7333,135.8667,52.97,65,98,9.1
128,Dubovskoye,RU,2022-07-02 22:41:07,47.4092,42.7575,61.86,73,14,15.57
129,Boende,CD,2022-07-02 22:41:08,-0.2167,20.8667,70.9,94,91,3.53
130,Bredasdorp,ZA,2022-07-02 22:41:08,-34.5322,20.0403,53.69,71,1,11.59
131,Port Alfred,ZA,2022-07-02 22:40:32,-33.5906,26.891,62.19,69,13,9.78
132,Dodge City,US,2022-07-02 22:41:09,37.7528,-100.0171,94.68,43,0,5.75
133,Somotillo,NI,2022-07-02 22:41:09,13.0433,-86.9064,76.77,90,100,3.76
134,Lebu,CL,2022-07-02 22:41:04,-37.6167,-73.65,48.18,79,42,5.93
135,Mamallapuram,IN,2022-07-02 22:40:10,12.6264,80.1722,84.25,63,100,10.09
136,Ushuaia,AR,2022-07-02 22:40:41,-54.8,-68.3,40.66,56,75,10.36
137,Touros,BR,2022-07-02 22:37:29,-5.1989,-35.4608,75.79,89,67,14.25
138,Chokurdakh,RU,2022-07-02 22:40:47,70.6333,147.9167,61.7,39,18,7.45
139,Navrongo,GH,2022-07-02 22:41:10,10.8956,-1.0921,78.26,77,57,9.64
140,Mataura,NZ,2022-07-02 22:40:37,-46.1927,168.8643,48.47,87,46,4.47
141,Saint-Joseph,RE,2022-07-02 22:41:11,-21.3667,55.6167,66.58,75,49,14.45
142,Atakpame,TG,2022-07-02 22:41:11,7.5333,1.1333,69.96,89,57,2.98
143,Chokurdakh,RU,2022-07-02 22:40:47,70.6333,147.9167,61.7,39,18,7.45
144,Grand Gaube,MU,2022-07-02 22:41:12,-20.0064,57.6608,72.0,61,95,7.0
145,Hithadhoo,MV,2022-07-02 22:41:12,-0.6,73.0833,83.68,72,100,17.76
146,Airai,TL,2022-07-02 22:41:12,-8.9266,125.4092,60.06,96,97,3.94
147,Roald,NO,2022-07-02 22:41:13,62.5833,6.1333,63.16,88,75,3.44
148,Bengkulu,ID,2022-07-02 22:40:46,-3.8004,102.2655,74.25,86,46,3.53
149,Dana Point,US,2022-07-02 22:39:57,33.467,-117.6981,87.37,66,6,5.01
150,Vaini,TO,2022-07-02 22:40:44,-21.2,-175.2,75.36,78,75,8.05
151,Albany,US,2022-07-02 22:36:31,42.6001,-73.9662,79.88,62,55,9.55
152,Mataura,NZ,2022-07-02 22:40:37,-46.1927,168.8643,48.47,87,46,4.47
153,Kholmy,UA,2022-07-02 22:41:13,51.871,32.6006,56.61,68,3,3.31
154,Huallanca,PE,2022-07-02 22:41:14,-9.8993,-76.9417,44.46,54,68,5.06
155,Baherden,TM,2022-07-02 22:41:14,38.4362,57.4316,84.06,48,0,4.81
156,Saint-Philippe,RE,2022-07-02 22:41:14,-21.3585,55.7679,67.59,75,83,13.24
157,Busselton,AU,2022-07-02 22:40:47,-33.65,115.3333,48.04,76,0,7.49
158,Matagami,CA,2022-07-02 22:41:15,49.7502,-77.6328,57.31,47,100,18.41
159,Mataura,NZ,2022-07-02 22:40:37,-46.1927,168.8643,48.47,87,46,4.47
160,Dikson,RU,2022-07-02 22:40:56,73.5069,80.5464,32.72,96,95,12.71
161,Cherskiy,RU,2022-07-02 22:41:15,68.75,161.3,40.06,93,100,13.47
162,Harnosand,SE,2022-07-02 22:41:16,62.6323,17.9379,60.8,84,19,6.26
163,Ushuaia,AR,2022-07-02 22:40:41,-54.8,-68.3,40.66,56,75,10.36
164,Mataura,NZ,2022-07-02 22:40:37,-46.1927,168.8643,48.47,87,46,4.47
165,Kodiak,US,2022-07-02 22:41:16,57.79,-152.4072,54.91,88,100,18.41
166,Victoria,HK,2022-07-02 22:38:59,22.2855,114.1577,84.38,85,100,28.99
167,Cape Town,ZA,2022-07-02 22:38:45,-33.9258,18.4232,59.38,82,75,13.8
168,Powassan,CA,2022-07-02 22:41:17,46.0334,-79.3496,71.22,47,4,10.11
169,Yulin,CN,2022-07-02 22:41:17,22.6333,110.15,74.89,98,100,19.01
170,Hilo,US,2022-07-02 22:40:52,19.7297,-155.09,81.28,75,100,10.36
171,Batagay,RU,2022-07-02 22:41:18,67.6333,134.6333,70.03,36,80,6.4
172,Vadso,NO,2022-07-02 22:41:18,70.0744,29.7487,65.28,88,20,4.61
173,Hithadhoo,MV,2022-07-02 22:41:12,-0.6,73.0833,83.68,72,100,17.76
174,Adrar,MR,2022-07-02 22:41:19,20.5022,-10.0711,95.22,15,7,9.37
175,Port Said,EG,2022-07-02 22:41:19,31.2565,32.2841,78.78,78,0,5.75
176,Pokosnoye,RU,2022-07-02 22:41:20,55.5258,101.0536,55.31,90,72,6.91
177,Tuktoyaktuk,CA,2022-07-02 22:41:20,69.4541,-133.0374,60.31,59,4,7.31
178,Hithadhoo,MV,2022-07-02 22:41:12,-0.6,73.0833,83.68,72,100,17.76
179,Thompson,CA,2022-07-02 22:41:21,55.7435,-97.8558,66.36,39,75,5.75
180,Puerto Carreno,CO,2022-07-02 22:41:21,6.189,-67.4859,80.58,89,40,3.44
181,Hobart,AU,2022-07-02 22:36:13,-42.8794,147.3294,42.06,90,20,6.91
182,Vaini,TO,2022-07-02 22:40:44,-21.2,-175.2,75.36,78,75,8.05
183,Albany,US,2022-07-02 22:36:31,42.6001,-73.9662,79.88,62,55,9.55
184,Popondetta,PG,2022-07-02 22:41:22,-8.7537,148.2534,83.19,65,87,0.27
185,Mataura,NZ,2022-07-02 22:40:37,-46.1927,168.8643,48.47,87,46,4.47
186,Lebu,CL,2022-07-02 22:41:04,-37.6167,-73.65,48.18,79,42,5.93
187,Ushuaia,AR,2022-07-02 22:40:41,-54.8,-68.3,40.66,56,75,10.36
188,College,US,2022-07-02 22:41:23,64.8569,-147.8028,78.75,58,75,4.61
189,Ozernovskiy,RU,2022-07-02 22:41:23,51.5,156.5167,48.9,95,100,5.32
190,New Norfolk,AU,2022-07-02 22:40:35,-42.7826,147.0587,41.72,88,36,3.11
191,Mataura,NZ,2022-07-02 22:40:37,-46.1927,168.8643,48.47,87,46,4.47
192,Rikitea,PF,2022-07-02 22:40:37,-23.1203,-134.9692,73.45,76,6,20.4
193,Ushuaia,AR,2022-07-02 22:40:41,-54.8,-68.3,40.66,56,75,10.36
194,Pisco,PE,2022-07-02 22:41:24,-13.7,-76.2167,66.25,68,14,4.61
195,Ushuaia,AR,2022-07-02 22:40:41,-54.8,-68.3,40.66,56,75,10.36
196,Qaanaaq,GL,2022-07-02 22:41:25,77.484,-69.3632,38.23,95,100,5.14
197,Gizo,SB,2022-07-02 22:41:25,-8.103,156.8419,83.14,69,12,6.15
198,Atuona,PF,2022-07-02 22:41:02,-9.8,-139.0333,77.32,80,3,14.12
199,Thompson,CA,2022-07-02 22:41:21,55.7435,-97.8558,66.36,39,75,5.75
200,Carballo,ES,2022-07-02 22:41:25,43.213,-8.691,65.01,87,96,10.69
201,Mataura,NZ,2022-07-02 22:40:37,-46.1927,168.8643,48.47,87,46,4.47
202,Atar,MR,2022-07-02 22:41:26,20.5169,-13.0499,95.22,16,45,7.85
203,Avarua,CK,2022-07-02 22:41:26,-21.2078,-159.775,78.85,61,18,11.5
204,Biltine,TD,2022-07-02 22:41:27,14.5333,20.9167,87.04,42,55,6.93
205,Tasiilaq,GL,2022-07-02 22:41:27,65.6145,-37.6368,41.16,85,45,7.16
206,San Patricio,US,2022-07-02 22:40:34,28.017,-97.5169,95.18,57,27,19.93
207,Tautira,PF,2022-07-02 22:41:28,-17.7333,-149.15,75.87,74,47,15.3
208,Pochutla,MX,2022-07-02 22:41:28,15.7432,-96.4661,88.83,71,92,7.47
209,West Bay,KY,2022-07-02 22:41:29,19.3667,-81.4167,89.08,72,20,9.22
210,Rikitea,PF,2022-07-02 22:40:37,-23.1203,-134.9692,73.45,76,6,20.4
211,Lavrentiya,RU,2022-07-02 22:41:29,65.5833,-171.0,48.56,84,100,6.78
212,Abeche,TD,2022-07-02 22:41:29,13.8292,20.8324,85.98,45,66,6.71
213,Shagonar,RU,2022-07-02 22:41:30,51.5333,92.8,57.43,68,100,1.07
214,Ponta Do Sol,PT,2022-07-02 22:41:30,32.6667,-17.1,70.43,81,53,2.33
215,Hilo,US,2022-07-02 22:40:52,19.7297,-155.09,81.28,75,100,10.36
216,Jamestown,US,2022-07-02 22:40:59,42.097,-79.2353,76.59,40,0,8.05
217,Rikitea,PF,2022-07-02 22:40:37,-23.1203,-134.9692,73.45,76,6,20.4
218,Ushuaia,AR,2022-07-02 22:40:41,-54.8,-68.3,40.66,56,75,10.36
219,Qaanaaq,GL,2022-07-02 22:41:25,77.484,-69.3632,38.23,95,100,5.14
220,Campbell River,CA,2022-07-02 22:41:31,50.0163,-125.2446,75.58,50,75,6.91
221,Hermanus,ZA,2022-07-02 22:40:49,-34.4187,19.2345,57.79,73,4,16.35
222,Vestmannaeyjar,IS,2022-07-02 22:41:31,63.4427,-20.2734,50.94,86,7,24.32
223,Yellowknife,CA,2022-07-02 22:37:51,62.456,-114.3525,70.32,46,75,10.0
224,Bredasdorp,ZA,2022-07-02 22:41:08,-34.5322,20.0403,53.69,71,1,11.59
225,Ilebo,CD,2022-07-02 22:41:32,-4.3167,20.5833,72.7,55,86,0.92
226,Lieksa,FI,2022-07-02 22:41:32,63.3167,30.0167,62.56,81,27,7.2
227,Nikolskoye,RU,2022-07-02 22:40:57,59.7035,30.7861,69.69,67,100,4.09
228,Touros,BR,2022-07-02 22:37:29,-5.1989,-35.4608,75.79,89,67,14.25
229,Thompson,CA,2022-07-02 22:41:21,55.7435,-97.8558,66.36,39,75,5.75
230,Manggar,ID,2022-07-02 22:41:33,-2.8833,108.2667,80.31,82,73,5.86
231,Puerto Ayora,EC,2022-07-02 22:41:33,-0.7393,-90.3518,76.96,87,62,5.01
232,Ushuaia,AR,2022-07-02 22:40:41,-54.8,-68.3,40.66,56,75,10.36
233,Avarua,CK,2022-07-02 22:41:26,-21.2078,-159.775,78.85,61,18,11.5
234,Butaritari,KI,2022-07-02 22:41:34,3.0707,172.7902,82.74,78,100,18.45
235,Norman Wells,CA,2022-07-02 22:41:34,65.282,-126.8329,80.64,36,0,18.41
236,Busselton,AU,2022-07-02 22:40:47,-33.65,115.3333,48.04,76,0,7.49
237,Vaini,TO,2022-07-02 22:40:44,-21.2,-175.2,75.36,78,75,8.05
238,Betanzos,ES,2022-07-02 22:41:35,43.2804,-8.2147,65.32,81,75,6.91
239,Hasaki,JP,2022-07-02 22:41:36,35.7333,140.8333,82.29,83,56,8.48
240,Rikitea,PF,2022-07-02 22:40:37,-23.1203,-134.9692,73.45,76,6,20.4
241,Lavrentiya,RU,2022-07-02 22:41:29,65.5833,-171.0,48.56,84,100,6.78
242,New Norfolk,AU,2022-07-02 22:40:35,-42.7826,147.0587,41.72,88,36,3.11
243,Georgetown,MY,2022-07-02 22:36:03,5.4112,100.3354,83.89,84,20,2.3
244,Weinan,CN,2022-07-02 22:41:37,34.5036,109.5089,75.97,61,0,2.08
245,Yakima,US,2022-07-02 22:41:37,46.4665,-120.6678,90.18,26,0,3.44
246,Kasane,BW,2022-07-02 22:41:37,-17.8167,25.15,56.98,63,65,4.05
247,Astoria,US,2022-07-02 22:41:38,46.1879,-123.8313,64.6,75,100,13.8
248,Deputatskiy,RU,2022-07-02 22:41:38,69.3,139.9,56.93,56,100,5.1
249,Arraial Do Cabo,BR,2022-07-02 22:41:38,-22.9661,-42.0278,71.64,80,0,23.96
250,Lebu,CL,2022-07-02 22:41:04,-37.6167,-73.65,48.18,79,42,5.93
251,Ilulissat,GL,2022-07-02 22:41:39,69.2167,-51.1,42.82,87,40,6.91
252,Cananeia,BR,2022-07-02 22:41:39,-25.0147,-47.9267,65.03,88,6,4.23
253,Inverness,GB,2022-07-02 22:41:40,57.4791,-4.224,55.31,95,40,6.91
254,Butaritari,KI,2022-07-02 22:41:34,3.0707,172.7902,82.74,78,100,18.45
255,Iqaluit,CA,2022-07-02 22:41:40,63.7506,-68.5145,42.53,86,75,2.3
256,Rawson,AR,2022-07-02 22:41:40,-43.3002,-65.1023,46.87,46,36,17.76
257,Rikitea,PF,2022-07-02 22:40:37,-23.1203,-134.9692,73.45,76,6,20.4
258,Balgazyn,RU,2022-07-02 22:41:41,51.0,95.2,50.27,75,17,1.12
259,Kampong Chhnang,KH,2022-07-02 22:41:41,12.1667,104.55,76.89,87,100,3.49
260,Punta Arenas,CL,2022-07-02 22:40:50,-53.15,-70.9167,35.71,80,75,6.91
261,Butaritari,KI,2022-07-02 22:41:34,3.0707,172.7902,82.74,78,100,18.45
262,Touros,BR,2022-07-02 22:37:29,-5.1989,-35.4608,75.79,89,67,14.25
263,Camacha,PT,2022-07-02 22:41:42,33.0833,-16.3333,65.62,77,75,8.05
264,Longyearbyen,SJ,2022-07-02 22:41:42,78.2186,15.6401,42.64,93,75,13.8
265,Ribeira Grande,PT,2022-07-02 22:40:35,38.5167,-28.7,67.05,83,3,15.3
266,Mataura,NZ,2022-07-02 22:40:37,-46.1927,168.8643,48.47,87,46,4.47
267,Avarua,CK,2022-07-02 22:41:26,-21.2078,-159.775,78.85,61,18,11.5
268,Mataura,NZ,2022-07-02 22:40:37,-46.1927,168.8643,48.47,87,46,4.47
269,Busselton,AU,2022-07-02 22:40:47,-33.65,115.3333,48.04,76,0,7.49
270,Upernavik,GL,2022-07-02 22:41:43,72.7868,-56.1549,40.33,82,67,3.71
271,Hermanus,ZA,2022-07-02 22:40:49,-34.4187,19.2345,57.79,73,4,16.35
272,Talnakh,RU,2022-07-02 22:41:44,69.4865,88.3972,52.21,66,71,15.39
273,Simpang,ID,2022-07-02 22:41:44,-1.2667,104.0833,72.41,97,79,3.11
274,Chardara,KZ,2022-07-02 22:41:44,41.2547,67.9692,77.9,28,0,8.55
275,Key West,US,2022-07-02 22:41:19,24.5557,-81.7826,93.2,64,0,10.36
276,Agadez,NE,2022-07-02 22:41:45,19.75,10.25,92.55,11,40,14.52
277,Khatanga,RU,2022-07-02 22:41:45,71.9667,102.5,49.89,72,99,11.88
278,Koulikoro,ML,2022-07-02 22:41:46,14.0,-7.75,83.7,51,37,6.58
279,Buchanan,LR,2022-07-02 22:41:46,5.8808,-10.0467,77.4,79,98,9.84
280,Hithadhoo,MV,2022-07-02 22:41:12,-0.6,73.0833,83.68,72,100,17.76
281,Arraial Do Cabo,BR,2022-07-02 22:41:38,-22.9661,-42.0278,71.64,80,0,23.96
282,Port Hardy,CA,2022-07-02 22:41:46,50.6996,-127.4199,62.78,77,40,12.66
283,Northam,GB,2022-07-02 22:41:47,51.0333,-4.2167,56.25,94,9,7.47
284,Homer,US,2022-07-02 22:38:57,59.6425,-151.5483,64.8,61,0,5.99
285,Busselton,AU,2022-07-02 22:40:47,-33.65,115.3333,48.04,76,0,7.49
286,Kruisfontein,ZA,2022-07-02 22:38:39,-34.0033,24.7314,54.88,80,20,4.38
287,Mindelo,CV,2022-07-02 22:41:47,16.8901,-24.9804,74.75,64,40,21.85
288,Guerrero Negro,MX,2022-07-02 22:41:48,27.9769,-114.0611,75.79,57,0,22.66
289,Kapaa,US,2022-07-02 22:40:34,22.0752,-159.319,84.52,67,40,18.41
290,Whitianga,NZ,2022-07-02 22:41:49,-36.8333,175.7,57.67,63,15,5.79
291,Albany,US,2022-07-02 22:36:31,42.6001,-73.9662,79.88,62,55,9.55
292,Tuktoyaktuk,CA,2022-07-02 22:41:20,69.4541,-133.0374,60.31,59,4,7.31
293,Mataura,NZ,2022-07-02 22:40:37,-46.1927,168.8643,48.47,87,46,4.47
294,Rikitea,PF,2022-07-02 22:40:37,-23.1203,-134.9692,73.45,76,6,20.4
295,Busselton,AU,2022-07-02 22:40:47,-33.65,115.3333,48.04,76,0,7.49
296,Rikitea,PF,2022-07-02 22:40:37,-23.1203,-134.9692,73.45,76,6,20.4
